pde6a,STOP,174,pde6a,Percopsis_transmontana,Covered,Pos_found
pde6a,STOP,174,pde6a,Percopsis_omiscomaycus,Covered,Pos_found
pde6a,STOP,174,pde6a,Aphredoderus_sayanus,Not_Covered,Pos_not_found
pde6a,STOP,174,pde6a,Chologaster_cornuta,Covered,Pos_found
pde6a,STOP,174,pde6a,Amblyopsis_rosae,Not_Covered,Pos_not_found
pde6a,STOP,174,pde6a,Speoplatyrhinus_poulsoni,Covered,Pos_found
pde6a,STOP,174,pde6a,Forbesichthys_agassizii,Covered,Pos_found
pde6a,STOP,174,pde6a,Forbesichthys_papilliferus,Not_Covered,Pos_not_found
pde6a,STOP,174,pde6a,Typhlichthys_eigenmanni,Covered,Pos_found
pde6a,STOP,174,pde6a,Amblyopsis_spelaea,Covered,Pos_found
pde6a,STOP,174,pde6a,Typhlichthys_subterraneus,Not_Covered,Pos_not_found
gnat2,Del,876,gnat2,Percopsis_transmontana,Covered,Pos_found
gnat2,Del,876,gnat2,Percopsis_omiscomaycus,Covered,Pos_found
gnat2,Del,876,gnat2,Aphredoderus_sayanus,Covered,Pos_found
gnat2,Del,876,gnat2,Chologaster_cornuta,Covered,Pos_found
gnat2,Del,876,gnat2,Amblyopsis_rosae,Covered,Pos_found
gnat2,Del,876,gnat2,Speoplatyrhinus_poulsoni,Covered,Pos_found
gnat2,Del,876,gnat2,Forbesichthys_agassizii,Covered,Pos_found
gnat2,Del,876,gnat2,Forbesichthys_papilliferus,Covered,Pos_found
gnat2,Del,876,gnat2,Typhlichthys_eigenmanni,Covered,Pos_found
gnat2,Del,876,gnat2,Amblyopsis_hoosieri,Covered,Pos_found
gnat2,Del,876,gnat2,Amblyopsis_spelaea,Covered,Pos_found
gnat2,Del,876,gnat2,Typhlichthys_subterraneus,Covered,Pos_found
Opn8c,Del,228,opn8c,Percopsis_transmontana,Not_Covered,Gene_not_found
Opn8c,Del,228,opn8c,Percopsis_omiscomaycus,Not_Covered,Gene_not_found
Opn8c,Del,228,opn8c,Aphredoderus_sayanus,Covered,Pos_found
Opn8c,Del,228,opn8c,Chologaster_cornuta,Not_Covered,Pos_not_found
Opn8c,Del,228,opn8c,Amblyopsis_rosae,Covered,Pos_found
Opn8c,Del,228,opn8c,Speoplatyrhinus_poulsoni,Covered,Pos_found
Opn8c,Del,228,opn8c,Forbesichthys_agassizii,Covered,Pos_found
Opn8c,Del,228,opn8c,Forbesichthys_papilliferus,Covered,Pos_found
Opn8c,Del,228,opn8c,Typhlichthys_eigenmanni,Covered,Pos_found
Opn8c,Del,228,opn8c,Amblyopsis_hoosieri,Covered,Pos_found
Opn8c,Del,228,opn8c,Amblyopsis_spelaea,Covered,Pos_found
Opn8c,Del,228,opn8c,Typhlichthys_subterraneus,Covered,Pos_found
Rh2.1,Del,263,rh2,Percopsis_transmontana,Covered,Pos_found
Rh2.1,Del,263,rh2,Percopsis_omiscomaycus,Covered,Pos_found
Rh2.1,Del,263,rh2,Aphredoderus_sayanus,Covered,Pos_found
Rh2.1,Del,263,rh2,Chologaster_cornuta,Covered,Pos_found
Rh2.1,Del,263,rh2,Amblyopsis_rosae,Covered,Pos_found
Rh2.1,Del,263,rh2,Forbesichthys_agassizii,Covered,Pos_found
Rh2.1,Del,263,rh2,Forbesichthys_papilliferus,Covered,Pos_found
Rh2.1,Del,263,rh2,Typhlichthys_eigenmanni,Covered,Pos_found
Rh2.1,Del,263,rh2,Amblyopsis_hoosieri,Covered,Pos_found
Rh2.1,Del,263,rh2,Amblyopsis_spelaea,Covered,Pos_found
Rh2.1,Del,263,rh2,Typhlichthys_subterraneus,Covered,Pos_found
Tmt1b,Del,834,tmt1b,Percopsis_transmontana,Not_Covered,Pos_not_found
Tmt1b,Del,834,tmt1b,Percopsis_omiscomaycus,Not_Covered,Pos_not_found
